SalesID,Product Name,Product Category,Sales Date,Sales Amount,Quantity Sold,Region,Customer ID,Customer Segment,SalesRep ID,Discount Applied,Cost Of Goods Sold,Sales Channel,Inventory Status,Return Status,Customer Feedback,Customer assessment of Sales Rep,Feedback Category
1225,Power Bank,Electronics,2023-02-09,30.0,4.0,Middle East & Africa,CUST1027,Online Direct,REP017,0.0,15,Retail,Low Stock,Pending Return,Terrible support,Neutral,Customer Service
1226,Facial Moisturizer,Health & Beauty,2023-07-27,30.0,2.0,Latin America,CUST1082,Retail,REP018,0.05,15,Online Direct,Out of Stock,Returned,I love it,Positive,Experience with Purchase
1227,Fiction Novel,Books & Media,,20.0,3.0,Middle East & Africa,CUST1010,Wholesale,REP019,0.1,20,Retail,Out of Stock,Returned,Would buy again,Negative,Value for Money
1228,Sweater Dress,Fashion,2023-03-23,70.0,2.0,Middle East & Africa,CUST1032,Online Direct,REP020,0.0,15,Marketplace,In Stock,Pending Return,Not recommended,Neutral,Value for Money
1229,Food Processor,Home Appliances,2023-07-17,120.0,3.0,Middle East & Africa,CUST1068,Retail,REP011,0.0,15,Retail,Low Stock,No Return,Too expensive,Neutral,Product Quality
1230,Snowshoes,Sports & Outdoors,2024-02-06,90.0,4.0,Not Specified,CUST1029,Wholesale,REP012,0.05,15,Online Direct,Out of Stock,Pending Return,Quick shipping,Positive,Delivery Issues
1231,Webcam,Electronics,2023-05-07,40.0,3.0,Latin America,CUST1070,Online Direct,REP017,0.1,20,Wholesale,Out of Stock,No Return,Satisfied with my purchase,Negative,Experience with Purchase
1232,Lip Gloss,Health & Beauty,2023-12-08,12.0,3.0,Latin America,CUST1027,Retail,REP018,0.0,15,Retail,In Stock,Returned,Poor packaging,Positive,Product Quality
1233,Romance Novel,Books & Media,,20.0,1.0,North America,CUST1053,Wholesale,REP019,0.0,15,Marketplace,In Stock,Pending Return,Exceeds expectations,Negative,Value for Money
1234,Jumpsuit,Fashion,2023-10-21,70.0,2.0,Middle East & Africa,CUST1095,Online Direct,REP020,0.05,15,Retail,Out of Stock,No Return,Damaged on arrival,Positive,Product Quality
1235,Throw Pillow,Home Décor,2024-03-11,25.0,2.0,Latin America,CUST1006,Retail,REP011,0.1,20,Online Direct,Low Stock,No Return,Good value for money,Postive,Product Quality
1236,Baseball Glove,Sports & Outdoors,2023-01-28,30.0,2.0,Middle East & Africa,CUST1075,Wholesale,REP012,0.0,15,Retail,In Stock,Returned,Will shop again,Neutral,Customer Service
1237,Digital Camera,Electronics,2023-09-29,250.0,1.0,Asia Pacific,CUST1003,Online Direct,REP017,0.0,15,Wholesale,Low Stock,Returned,Delays in delivery,Positive,Delivery Issues
1238,Facial Serum,Health & Beauty,2023-06-21,30.0,2.0,Asia Pacific,CUST1042,Retail,REP017,0.05,15,Online Direct,Low Stock,Pending Return,Not as described,Negative,Product Description Accuracy
1239,Mystery Novel,Books & Media,2023-10-21,20.0,1.0,Europe,CUST1051,Wholesale,REP018,0.1,20,Wholesale,In Stock,Pending Return,Perfect fit,Neutral,Product Quality
1240,Facial Moisturizer,Health & Beauty,2024-03-11,400.0,5.0,Europe,CUST1040,Online Direct,REP019,0.0,15,Online Direct,Out of Stock,Returned,Color not as shown,Neutral,Product Quality
1241,Fiction Novel,Books & Media,2023-01-28,130.0,1.0,North America,CUST1095,Retail,REP020,0.0,15,Retail,Out of Stock,Returned,Quick shipping,Positive,Delivery Issues
1242,Sweater Dress,Fashion,2023-09-29,90.0,5.0,Europe,CUST1061,Wholesale,REP011,0.1,15,Wholesale,Out of Stock,Pending Return,Satisfied with my purchase,Negative,Experience with Purchase
1243,Food Processor,Home Appliances,2023-06-21,30.0,5.0,Europe,CUST1023,Online Direct,REP012,0.0,15,Marketplace,In Stock,Pending Return,Poor packaging,Positive,Product Quality
1244,Snowshoes,Sports & Outdoors,2023-03-29,400.0,1.0,North America,CUST1080,Retail,REP017,0.1,15,Wholesale,Low Stock,No Return,Exceeds expectations,Negative,Value for Money
1245,Webcam,Electronics,2024-06-11,130.0,4.0,North America,CUST1078,Wholesale,REP018,0.1,20,Marketplace,In Stock,Returned,Damaged on arrival,Positive,Product Quality
1246,Lip Gloss,Health & Beauty,2024-08-03,90.0,5.0,Europe,CUST1080,Online Direct,REP019,0.0,15,Marketplace,Low Stock,Returned,Good value for money,Postive,Product Quality
1247,Romance Novel,Books & Media,2023-10-21,30.0,2.0,Middle East & Africa,CUST1092,Retail,REP020,0.0,15,Marketplace,Low Stock,No Return,Will shop again,Neutral,Customer Service
1248,Jumpsuit,Fashion,2024-03-11,25.0,2.0,Latin America,CUST1072,Wholesale,REP011,0.05,15,Marketplace,In Stock,No Return,Delays in delivery,Positive,Delivery Issues
1249,Throw Pillow,Home Décor,2023-01-28,25.0,1.0,Latin America,CUST1029,Online Direct,REP012,0.1,20,Online Direct,Out of Stock,Pending Return,Not as described,Negative,Product Description Accuracy
1250,Baseball Glove,Sports & Outdoors,2023-09-29,25.0,2.0,Latin America,CUST1008,Retail,REP017,0.0,15,Retail,In Stock,Pending Return,Perfect fit,Neutral,Product Quality
1251,Digital Camera,Electronics,2023-06-21,25.0,1.0,Asia Pacific,CUST1020,Wholesale,REP018,0.0,15,Retail,Out of Stock,No Return,Color not as shown,Neutral,Product Quality
1252,Facial Serum,Health & Beauty,2023-03-29,25.0,2.0,North America,CUST1009,Online Direct,REP019,0.05,15,Online Direct,Low Stock,Returned,Missing accessories,Positive,Product Description Accuracy
1253,Mystery Novel,Books & Media,2024-06-11,25.0,2.0,Middle East & Africa,CUST1059,Retail,REP020,0.1,20,Marketplace,In Stock,No Return,Not worth the money,Negative,Product Quality
1254,Sweater Dress,Fashion,2024-08-03,25.0,4.0,Latin America,CUST1080,Wholesale,REP011,0.0,15,Online Direct,In Stock,Returned,Excellent quality,Positive,Product Quality
1255,Treadmill,Sports & Outdoors,2023-10-21,120.0,2.0,Middle East & Africa,CUST1017,Online Direct,REP012,0.0,15,Marketplace,Out of Stock,Returned,Could be better,Negative,Product Quality
1256,Bluetooth Speaker,Electronics,2024-03-11,120.0,4.0,Latin America,CUST1081,Retail,REP017,0.05,15,Wholesale,Low Stock,Pending Return,Fast delivery,Positive,Delivery Issues
1257,Bathrobe,Health & Beauty,2023-01-28,120.0,5.0,Middle East & Africa,CUST1070,Wholesale,REP017,0.1,20,Marketplace,Low Stock,Returned,Terrible support,Postive,Customer Service
1258,Science Fiction,Books & Media,2023-01-29,120.0,5.0,Middle East & Africa,CUST1079,Online Direct,REP018,0.0,15,Online Direct,Low Stock,Returned,I love it,Neutral,Experience with Purchase
1259,Denim Jacket,Fashion,2023-01-30,115.0,3.0,Middle East & Africa,CUST1002,Retail,REP019,0.0,15,Wholesale,Low Stock,No Return,Would buy again,Positive,Value for Money
1260,Ski Boots,Sports & Outdoors,2023-01-31,120.0,3.0,Not Specified,CUST1069,Wholesale,REP020,0.05,15,Wholesale,In Stock,No Return,Not recommended,Negative,Value for Money
1261,Power Bank,Electronics,2023-02-01,100.0,5.0,Latin America,CUST1096,Online Direct,REP011,0.1,20,Retail,Low Stock,No Return,Too expensive,Neutral,Product Quality
1262,Facial Moisturizer,Health & Beauty,2023-02-02,55.0649350649351,3.0,Latin America,CUST1050,Retail,REP012,0.0,15,Wholesale,Low Stock,Returned,Quick shipping,Neutral,Delivery Issues
1263,Fiction Novel,Books & Media,2023-02-03,50.7029926595147,5.0,North America,CUST1046,Wholesale,REP017,0.0,15,Marketplace,Low Stock,No Return,Satisfied with my purchase,Positive,Experience with Purchase
1264,Sweater Dress,Fashion,2023-02-04,46.3410502540937,1.0,Middle East & Africa,CUST1059,Online Direct,REP018,0.1,20,Retail,Out of Stock,Pending Return,Poor packaging,Negative,Product Quality
1265,Food Processor,Home Appliances,2024-08-03,41.9791078486727,4.0,Latin America,CUST1061,Retail,REP019,0.0,15,Marketplace,Low Stock,No Return,Exceeds expectations,Positive,Value for Money
1266,Snowshoes,Sports & Outdoors,2023-10-21,37.6171654432527,1.0,Middle East & Africa,CUST1094,Wholesale,REP020,0.0,15,Marketplace,Low Stock,Pending Return,Damaged on arrival,Negative,Product Quality
1267,Webcam,Electronics,2023-10-22,33.2552230378317,1.0,Asia Pacific,CUST1085,Online Direct,REP011,0.05,15,Online Direct,Low Stock,Returned,Good value for money,Positive,Product Quality
1268,Lip Gloss,Health & Beauty,2023-10-23,28.8932806324107,4.0,Asia Pacific,CUST1099,Retail,REP012,0.1,20,Retail,Out of Stock,Returned,Will shop again,Postive,Customer Service
1269,Romance Novel,Books & Media,2023-10-24,24.5313382269907,5.0,Europe,CUST1021,Wholesale,REP017,0.0,15,Wholesale,Out of Stock,Pending Return,Delays in delivery,Neutral,Delivery Issues
1270,Jumpsuit,Fashion,2023-10-25,20.1693958215697,1.0,Europe,CUST1051,Online Direct,REP018,0.0,15,Online Direct,In Stock,Pending Return,Not as described,Positive,Product Description Accuracy
1271,Throw Pillow,Home Décor,2023-10-26,15.8074534161487,5.0,North America,CUST1027,Retail,REP019,0.05,15,Marketplace,In Stock,Returned,Perfect fit,Negative,Product Quality
1272,Baseball Glove,Sports & Outdoors,2023-10-27,11.4455110107287,5.0,Europe,CUST1082,Wholesale,REP020,0.1,20,Online Direct,Out of Stock,No Return,Color not as shown,Neutral,Product Quality
1273,Digital Camera,Electronics,2023-10-28,7.0835686053077,1.0,Europe,CUST1010,Online Direct,REP011,0.0,15,Retail,In Stock,Returned,Missing accessories,Neutral,Product Description Accuracy
1274,Facial Serum,Health & Beauty,2023-10-29,2.72162619988669,4.0,North America,CUST1032,Retail,REP012,0.0,15,Wholesale,Out of Stock,Returned,Item as described,Positive,Product Description Accuracy
1275,Mystery Novel,Books & Media,2023-10-30,5.0,5.0,North America,CUST1068,Wholesale,REP017,0.05,15,Online Direct,Low Stock,Pending Return,Arrived late,Negative,Delivery Issues
1276,Sweater Dress,Fashion,2023-10-31,8.0,2.0,Europe,CUST1029,Online Direct,REP017,0.1,20,Retail,Out of Stock,No Return,Fantastic experience,Positive,Experience with Purchase
1277,Treadmill,Sports & Outdoors,2023-11-01,10.0,2.0,Middle East & Africa,CUST1070,Retail,REP018,0.0,15,Online Direct,Low Stock,Returned,Will return,Negative,Customer Service
1278,Bluetooth Speaker,Electronics,2023-11-02,30.0,1.0,Latin America,CUST1027,Wholesale,REP019,0.0,15,Wholesale,Low Stock,No Return,Won't buy again,Positive,Customer Service
1279,Bathrobe,Health & Beauty,2023-11-03,250.0,2.0,Latin America,CUST1053,Online Direct,REP020,0.1,15,Wholesale,Out of Stock,No Return,Very fast service,Postive,Experience with Purchase
1280,Science Fiction,Books & Media,2023-11-04,30.0,1.0,Latin America,CUST1095,Retail,REP011,0.0,15,Retail,Low Stock,Pending Return,Do not recommend,Neutral,Customer Service
1281,Denim Jacket,Fashion,2023-11-05,20.0,2.0,Asia Pacific,CUST1006,Wholesale,REP012,0.1,15,Retail,Low Stock,Returned,Nice experience,Positive,Experience with Purchase
1282,Ski Boots,Sports & Outdoors,2023-11-06,400.0,2.0,North America,CUST1075,Online Direct,REP017,0.1,20,Marketplace,Low Stock,Returned,Great product,Negative,Product Quality
1283,Power Bank,Electronics,2023-11-07,130.0,4.0,Middle East & Africa,CUST1003,Retail,REP018,0.0,15,Marketplace,In Stock,No Return,Very satisfied,Neutral,Product Quality
1284,Facial Moisturizer,Health & Beauty,2023-11-08,90.0,2.0,Latin America,CUST1042,Online Direct,REP019,0.0,15,Online Direct,Low Stock,Returned,Not worth the money,Neutral,Product Quality
1285,Fiction Novel,Books & Media,2023-11-09,30.0,4.0,Middle East & Africa,CUST1051,Retail,REP020,0.05,15,Wholesale,In Stock,No Return,Excellent quality,Positive,Product Quality
1286,Sweater Dress,Fashion,2023-11-10,400.0,5.0,Latin America,CUST1040,Wholesale,REP011,0.1,20,Marketplace,Low Stock,No Return,Could be better,Negative,Product Quality
1287,Food Processor,Home Appliances,2023-11-11,130.0,5.0,Middle East & Africa,CUST1095,Retail,REP012,0.0,15,Marketplace,Out of Stock,Pending Return,Fast delivery,Positive,Delivery Issues
1288,Snowshoes,Sports & Outdoors,2023-11-12,90.0,3.0,Middle East & Africa,CUST1061,Wholesale,REP017,0.0,15,Retail,Low Stock,Pending Return,Terrible support,Negative,Customer Service
1289,Webcam,Electronics,2023-11-13,30.0,3.0,Middle East & Africa,CUST1023,Online Direct,REP018,0.05,15,Online Direct,Out of Stock,Returned,I love it,Positive,Experience with Purchase
1290,Lip Gloss,Health & Beauty,2023-11-14,25.0,5.0,Not Specified,CUST1080,Retail,REP019,0.1,20,Retail,Out of Stock,Returned,Would buy again,Postive,Value for Money
1291,Romance Novel,Books & Media,2023-11-15,25.0,3.0,Latin America,CUST1078,Wholesale,REP020,0.0,15,Marketplace,In Stock,Pending Return,Not recommended,Neutral,Value for Money
1292,Jumpsuit,Fashion,2023-11-16,25.0,5.0,Latin America,CUST1080,Online Direct,REP011,0.0,15,Retail,Low Stock,No Return,Too expensive,Positive,Product Quality
1293,Throw Pillow,Home Décor,2023-11-17,25.0,1.0,North America,CUST1092,Retail,REP012,0.05,15,Online Direct,Out of Stock,Pending Return,Quick shipping,Negative,Delivery Issues
1294,Baseball Glove,Sports & Outdoors,2023-11-18,25.0,4.0,Middle East & Africa,CUST1072,Wholesale,REP017,0.1,20,Wholesale,Out of Stock,No Return,Satisfied with my purchase,Neutral,Experience with Purchase
1295,Digital Camera,Electronics,2023-11-19,25.0,1.0,Latin America,CUST1029,Retail,REP017,0.0,15,Retail,In Stock,Returned,Poor packaging,Neutral,Product Quality
1296,Facial Serum,Health & Beauty,2023-11-20,30.0,1.0,Middle East & Africa,CUST1008,Online Direct,REP018,0.0,15,Marketplace,In Stock,Pending Return,Exceeds expectations,Positive,Value for Money
1297,Mystery Novel,Books & Media,2023-11-21,25.0,4.0,Asia Pacific,CUST1020,Wholesale,REP019,0.05,15,Retail,Out of Stock,No Return,Damaged on arrival,Negative,Product Quality
1298,Facial Moisturizer,Health & Beauty,2023-11-22,25.0,5.0,Asia Pacific,CUST1009,Retail,REP020,0.1,20,Online Direct,Low Stock,No Return,Good value for money,Positive,Product Quality
1299,Fiction Novel,Books & Media,2023-11-23,25.0,1.0,Europe,CUST1059,Online Direct,REP011,0.0,15,Retail,In Stock,Returned,Will shop again,Negative,Customer Service
1300,Sweater Dress,Fashion,2023-11-24,25.0,5.0,Europe,CUST1080,Wholesale,REP012,0.0,15,Wholesale,Low Stock,Returned,Delays in delivery,Positive,Delivery Issues
1301,Food Processor,Home Appliances,2023-11-25,25.0,5.0,North America,CUST1017,Retail,REP017,0.1,15,Online Direct,Low Stock,Pending Return,Not as described,Postive,Product Description Accuracy
1302,Snowshoes,Sports & Outdoors,2023-11-26,30.0,1.0,Europe,CUST1081,Online Direct,REP018,0.0,15,Wholesale,In Stock,Pending Return,Perfect fit,Neutral,Product Quality
1303,Webcam,Electronics,2023-11-27,25.0,4.0,Europe,CUST1070,Retail,REP019,0.1,15,Online Direct,Out of Stock,Returned,Color not as shown,Positive,Product Quality
1304,Lip Gloss,Health & Beauty,2023-11-28,25.0,5.0,North America,CUST1079,Wholesale,REP020,0.1,20,Retail,Out of Stock,Returned,Quick shipping,Negative,Delivery Issues
1305,Romance Novel,Books & Media,2023-11-29,25.0,2.0,North America,CUST1002,Retail,REP011,0.0,15,Wholesale,Out of Stock,Pending Return,Satisfied with my purchase,Neutral,Experience with Purchase
1306,Jumpsuit,Fashion,2023-11-30,25.0,2.0,Europe,CUST1069,Online Direct,REP012,0.0,15,Marketplace,In Stock,Pending Return,Poor packaging,Neutral,Product Quality
1307,Throw Pillow,Home Décor,2023-12-01,25.0,1.0,Middle East & Africa,CUST1096,Retail,REP017,0.05,15,Wholesale,Low Stock,No Return,Exceeds expectations,Positive,Value for Money
1308,Baseball Glove,Sports & Outdoors,2023-12-02,25.0,2.0,Latin America,CUST1050,Wholesale,REP018,0.1,20,Marketplace,In Stock,Returned,Damaged on arrival,Negative,Product Quality
1309,Digital Camera,Electronics,2023-12-03,400.0,1.0,Latin America,CUST1046,Online Direct,REP019,0.0,15,Marketplace,Low Stock,Returned,Good value for money,Positive,Product Quality
1310,Facial Serum,Health & Beauty,2023-12-04,70.0,2.0,Latin America,CUST1059,Retail,REP020,0.0,15,Marketplace,Low Stock,No Return,Will shop again,Negative,Customer Service
1311,Mystery Novel,Books & Media,2023-12-05,50.0,2.0,Asia Pacific,CUST1061,Wholesale,REP011,0.05,15,Marketplace,In Stock,No Return,Delays in delivery,Positive,Delivery Issues
1312,Sweater Dress,Fashion,2023-12-06,30.0,4.0,North America,CUST1094,Online Direct,REP012,0.1,20,Online Direct,Out of Stock,Pending Return,Not as described,Postive,Product Description Accuracy
1313,Treadmill,Sports & Outdoors,2023-12-07,80.0,2.0,Middle East & Africa,CUST1085,Wholesale,REP017,0.0,15,Retail,In Stock,Pending Return,Perfect fit,Neutral,Product Quality
1314,Bluetooth Speaker,Electronics,2023-12-08,130.0,4.0,Latin America,CUST1099,Retail,REP017,0.0,15,Retail,Out of Stock,No Return,Color not as shown,Positive,Product Quality
1315,Bathrobe,Health & Beauty,2023-12-09,30.0,5.0,Middle East & Africa,CUST1021,Wholesale,REP018,0.05,15,Online Direct,Low Stock,Returned,Missing accessories,Negative,Product Description Accuracy
1316,Science Fiction,Books & Media,2023-12-10,30.0,5.0,Latin America,CUST1051,Online Direct,REP019,0.1,20,Marketplace,In Stock,No Return,Not worth the money,Neutral,Product Quality
1317,Denim Jacket,Fashion,2023-12-11,20.0,3.0,Middle East & Africa,CUST1027,Retail,REP020,0.0,15,Online Direct,In Stock,Returned,Excellent quality,Neutral,Product Quality
1318,Ski Boots,Sports & Outdoors,2023-12-12,70.0,3.0,Middle East & Africa,CUST1082,Online Direct,REP011,0.0,15,Marketplace,Out of Stock,Returned,Could be better,Positive,Product Quality
1319,Power Bank,Electronics,2023-12-13,120.0,5.0,Middle East & Africa,CUST1010,Wholesale,REP012,0.05,15,Wholesale,Low Stock,Pending Return,Fast delivery,Negative,Delivery Issues
1320,Facial Moisturizer,Health & Beauty,2023-12-14,90.0,3.0,Not Specified,CUST1032,Retail,REP017,0.1,20,Marketplace,Low Stock,Returned,Terrible support,Positive,Customer Service
1321,Fiction Novel,Books & Media,2023-12-15,40.0,5.0,Latin America,CUST1068,Wholesale,REP018,0.0,15,Online Direct,Low Stock,Returned,I love it,Negative,Experience with Purchase
1322,Sweater Dress,Fashion,2023-12-16,12.0,1.0,Latin America,CUST1029,Retail,REP019,0.0,15,Wholesale,Low Stock,No Return,Would buy again,Positive,Value for Money
1323,Food Processor,Home Appliances,2023-12-17,20.0,4.0,North America,CUST1070,Online Direct,REP020,0.1,20,Wholesale,In Stock,No Return,Not recommended,Postive,Value for Money
1324,Snowshoes,Sports & Outdoors,2023-12-18,9.95000000000022,1.0,Middle East & Africa,CUST1027,Wholesale,REP011,0.0,15,Retail,Low Stock,No Return,Too expensive,Neutral,Product Quality
1325,Webcam,Electronics,2023-12-19,1.84117647058821,1.0,Latin America,CUST1053,Retail,REP012,0.0,15,Wholesale,Low Stock,Returned,Quick shipping,Positive,Delivery Issues
1326,Lip Gloss,Health & Beauty,2023-12-20,20.0,4.0,Middle East & Africa,CUST1095,Wholesale,REP017,0.05,15,Marketplace,Low Stock,No Return,Satisfied with my purchase,Negative,Experience with Purchase
1327,Romance Novel,Books & Media,2023-12-21,70.0,5.0,Asia Pacific,CUST1006,Online Direct,REP018,0.1,20,Retail,Out of Stock,Pending Return,Poor packaging,Neutral,Product Quality
